,date,text,likes,views
173,2024-05-18 08:47:40,"Всем привет! На связи команда DBT❤️  Мы хотим вам напомнить, что каждый из вас может стать частью нашей семьи - открыть свое собственное кафе DBT!   Да, мы продаем нашу франшизу и каждый сможет открыть собственное кафе.  Для большей информации, переходить в наш инстаграм аккаунт @.. или к нам на сайт, в разделе ФРАНШИЗА, уже есть ответы на все вопросы✨   DBT - тот самый чай с шариками, который ищут все!",9,1476
174,2024-05-17 09:24:03,,16,1578
175,2024-05-16 09:12:50,,13,1484
176,2024-05-15 10:37:47,,12,1401
177,2024-05-14 10:58:17,делись с друзьями нашей подборкой мемов про бабл ти! 🧋🍃,23,1806
178,2024-05-13 09:12:13,,20,1497
179,2024-05-12 09:42:41,,18,1704
180,2024-05-10 09:21:07,,15,1381
181,2024-05-09 12:59:19,"А вы когда-нибудь задумывались: «Как правильно пить бабл ти?»  Да, каждый делает это по разному!✨ Но есть 2 действия, которые помогут в полной мере насладиться напитком:  1. Перед потреблением рекомендуем перемешать напиток, чтобы сиропы и другие допинги смогли полностью раскрыть свой вкус🧋  2. Ставим трубочку на самый низ стаканчика и пока пьём, поднимаем трубочку вверх. Таким образом вы захватываете каждый слой чая🍃  Надеемся, эта информация была для вас полезна. Пишите в комментариях, если не знали об этом!  С любовью Double Bubble Tea💌🧋",18,2326
182,2024-05-06 18:04:56,"БАБЛ ТИ У ВАС ДОМА🧋🪩  Дорогие гости, у вас есть отличная возможность заказать выездной бар прямо на ваше мероприятие!🎊🎋  Это может быть день рождение, фестиваль и даже свадьба! Ну а что? Наши авторские напитки любят все и мы точно уверены, что ваши гости их оценят🧋✨  Приглашения принимаем по ссылке в шапке профиля) ⬇️  Заполняйте форму и мы свяжемся с вами в ближайшее время!💌",8,1448
183,2024-05-04 09:37:49,,10,1661
184,2024-05-01 11:25:11,"ЧТО ТАКОЕ ТАПИОКА?   В этом посте мы подготовили интересные факты об этом продукте, которые точно вас удивят!🤔✨  Но для начала, давайте разберёмся что это вообще такое? ⬇️  Шарики тапиоки делают из тропического растения маниока, которое растет в тропиках Юго-Восточной Азии.  К нам эти самые шарики приезжают с лучшей фабрики из Китая 🇨🇳 Способов приготовить тапиоку очень много , мы вывели наш собственный фирменный рецепт , благодаря которому наша тапиока имеет нежнейший вкус и консистенцию.  💭Интересные факты:   • она отлично подходит аллергикам  • продукты из нее дают быстрый заряд энергии, и помогают восстановить силы • в тапиоке содержится много витаминов группы В, С, фосфора, кальция, калия, железа и магния • легко усваивается и подходит для людей с чувствительным пищеварением  Кафе «DBT» всегда следит за качеством продукции, поэтому у нас вы сможете найти самую вкусную тапиоку! Приходите и убедитесь сами ❤️✨  #баблти #баблтипитер #бобати #бобатипитер #кафепитер #вкуснопитер #даблбабл #даблбаблти #bobatea #bubbletea #bubbletearussia #bubbleteamoscow #doublebubbletea #кафемосква",19,1642
185,2024-04-29 13:49:53,,19,1581
186,2024-04-29 10:44:27,,18,1501
187,2024-04-28 15:13:05,"ДОСТАВКА БАБЛ ТИ 🤩🪩  Дорогие гости! Мы хотим напомнить, что вы можете не только посетить наше кафе, но и заказать доставку на дом любимых сладостей и напитков🧋💓  DBT можно найти в таких сервисах как: «Яндекс Еда» и «Деливери» 🛴  Вкусняшки должны быть даже в пасмурную погоду! Ваш Double Bubble Tea💌  #баблти #баблтипитер #бобати #бобатипитер #кафепитер #вкуснопитер #даблбабл #даблбаблти #bobatea #bubbletea #bubbletearussia #bubbleteamoscow #doublebubbletea #кафемосква",7,1539
188,2024-04-28 14:29:09,"ПЕРВОЕ КАФЕ DBT В САРАТОВЕ 🪩✨  Дорогие гости, рады представить вам нашу первую точку в Саратове🔥  В кафе предоставлен огромный выбор бабл ти на ваш вкус! В нём вы можете отлично провести время, находясь в приятной атмосфере и стильном инстаграмном интерьере 📷🧾  Кафе находится по адресу: Саратов, улица Имени Сакко и Ванцетти, 65   Студентам дарим скидку -15,9% на всю продукцию💓",15,1896
189,2024-04-27 12:33:11,,14,1521
190,2024-04-27 11:34:26,"НОВАЯ КОФЕЙНЯ DBT🧋  Можете нас поздравить! На это ушло много сил, но мы наконец-то рады представить вам нашу новую точку в Санк-Петербурге🔥  С каждым годом наша сеть расширяется по всей стране, чему мы очень рады!🥹   Кофейня находится по адресу:  Охта Молл - Брантовская дорога 3 Ⓜ️Новочеркасская   У нас вы найдёте моти, гонконгские вафли и напитки, которые ищут все!🧋✨  Приходите и получайте второй напиток в подарок 💝",14,1384
191,2024-04-20 15:23:56,,13,1686
192,2024-04-16 11:27:40,,27,1882
193,2024-04-14 13:21:07,,37,1964
194,2024-04-11 10:40:44,,18,1803
195,2024-04-10 13:03:56,,14,1751
196,2024-04-05 13:48:49,,25,2041
197,2024-04-02 13:18:28,"Друзья, мы рады представить наши новинки!  теперь во всех кофейнях «DBT» вы сможете попробовать новые напитки и вафли🧋🪩   переходите в актуальное «новинки» и смотри новое меню💌",14,1904
198,2024-03-29 12:14:49,,25,2138
199,2024-03-27 12:21:56,,21,1982
200,2024-03-27 12:19:54,,31,1925
201,2024-03-20 10:00:26,,23,2613
202,2024-03-19 10:00:02,,37,2775
203,2024-03-19 09:55:24,,54,2176
204,2024-03-19 09:52:39,,42,1841
205,2024-03-13 10:31:35,,19,1959
206,2024-03-11 10:59:57,,21,1901
207,2024-03-05 05:12:20,,34,2112
208,2024-03-01 06:00:34,,19,2009
209,2024-02-29 09:21:31,,17,1950
210,2024-02-27 12:39:22,"🎉 РОЗЫГРЫШ СЕРТИФИКАТОВ НА 5000 РУБЛЕЙ В ИНСТАГРАМ И ВКОНТАКТЕ 🎉  Друзья, 2 марта мы отмечаем день рождения!!! 🥳🎉 В честь такого замечательного праздника мы разыгрываем сертификаты на 5000 рублей!   Условия розыгрыша:  1. Быть подписанным на наше сообщество   2. Выложить пост или историю с поздравлением   3. Отметить наше сообщество, чтобы мы вас заметили ([club211546455|@doublebubbletea]) 4. Поставить хештег #dbt2года  5. Написать в комментариях «участвую» ‼️Убедитесь в том, что у вас открытый профиль, иначе мы просто не увидим вашу отметку   Победителя определим 4 марта рандомайзером 🗓️  Удвой свои шансы на выигрыш, участвуй в розыгрыше в нашем инстаграм (doublebubble.spb) 🫶🏼  Но это еще не всё!  2 марта в нашем первом кафе дарим второй напиток в ПОДАРОК для тебя и твоих близких 🎁 - при покупке любого напитка, второй такой же в ПОДАРОК   📍Акция будет проходить на ул. Ломоносова 12/66, 12:00-18:00  Ждём вас!",37,2147
211,2024-02-26 10:35:05,,17,1721
212,2024-02-22 16:01:51,"НАБОР СОТРУДНИКОВ В DOUBLE BUBBLE TEA 🧋❤️  Мы ищем людей, способные поддерживать высокий сервис и дружелюбную атмосферу в наших заведениях с любовью к людям и желанию развиваться в команде.  Если это про тебя, тогда тебе точно к нам 🥰  От нас: дружелюбный коллектив, сменный график, премии, обучения, карьерный рост и многое другое!   Ждём тебя в сообщения сообщества за подробной информацией 💌",6,1684
213,2024-02-20 14:27:05,,27,1760
214,2024-02-14 10:28:08,,26,1993
215,2024-02-12 15:03:55,,11,1628
216,2024-02-09 15:11:52,,21,1916
217,2024-02-05 16:14:45,,16,1582
218,2024-01-25 08:45:14,,14,1866
219,2024-01-17 13:23:44,,20,2151
220,2024-01-07 12:11:31,,29,2203
221,2023-12-24 15:30:00,"НОВЫЙ ГОД СОВСЕМ СКОРО в связи с этим хотим порадовать вас подарками 🎁  🧋КОНКУРС ОТ DOUBLE BUBBLE TEA 🧋 всего 3️⃣ призовых места  1 МЕСТО  - сертификат на сумму 5000 ₽ 2 МЕСТО  - сертификат на сумму 1500 ₽ 3 МЕСТО  - сертификат на сумму 1000 ₽  УСЛОВИЯ очень простые: 1. Подписаться на наше сообщество    2. Сделать репост этого поста к себе на страницу 3. Написать комментарий под этим постом и все! ✅  ‼️ОЧЕНЬ ВАЖНО 1. Ваш аккаунт должен быть открытым 2. Репост должен находиться на вашей стене до окончания конкурса  Победитель будет определен рандомайзером 30 декабря 🗓️  P.S. ты можешь увеличить свои шансы на победу, участвуй в конкурсе в нашей соц.сети с картинками 😉",234,8600
222,2023-12-24 11:22:30,,36,2699
223,2023-12-13 14:37:47,,20,2785
224,2023-12-05 09:59:30,,25,2970
225,2023-12-01 14:41:09,,23,2849
226,2023-11-24 13:02:27,,24,2739
227,2023-11-13 14:26:59,,20,2969
228,2023-11-03 04:30:52,,31,3114
229,2023-11-01 13:28:45,"📍НАШИ АДРЕСА:  ‣ ул. Гороховая, 12 ⠀ ‣ ул. Ломоносова, 12/66 ⠀ ‣ ул. Бухаресткая, 30/32 ТРК «Континент» ⠀ ‣ ул. Савушкина, 141 ТРЦ «Меркурий» ⠀ ‣ ул. Планерная, 59 ТЦ «LEO MALL» ⠀ ‣ пр. Стачек, 99 ТРК «Континент» ⠀ ‣ Пулковское ш., 25, корп. 1 ТРК «Лето»  ‣ просп. Просвещения, 80, корп. 1 ТЦ «Прометей» ⠀ Приходите за самыми вкусными БАБЛ ТИ из натуральных ингредиентов🧋 ⠀ Ждём вас 💗",15,2951
230,2023-10-26 06:00:06,,14,3032
231,2023-10-22 14:25:58,"У НАС ОТЛИЧНАЯ НОВОСТЬ 🥳  🧋DOUBLE BUBBLE TEA теперь в ТЦ «Прометей»  📍 станция метро: Гражданский проспект проспект Просвещения, 80  Кафе DOUBLE BUBBLE TEA на 2 этаже ЖДЁМ ВАС ❣️",22,3418
232,2023-10-21 04:40:33,,17,2834
233,2023-10-09 11:24:10,,15,2948
234,2023-10-04 13:15:33,,24,2999
235,2023-09-27 09:17:21,,27,3209
236,2023-09-21 12:27:32,,24,2782
237,2023-09-12 09:51:16,,11,2981
238,2023-09-09 11:43:35,,12,2842
239,2023-09-05 14:32:30,,13,2674
240,2023-09-03 10:21:38,,29,2859
241,2023-09-02 12:58:12,"📍НАШИ АДРЕСА:  ‣ ул. Гороховая, 12 ⠀ ‣ ул. Ломоносова, 12/66 ⠀ ‣ ул. Бухаресткая, 30/32 ТРК «Континент» ⠀ ‣ ул. Савушкина, 141 ТРЦ «Меркурий» ⠀ ‣ ул. Планерная, 59 ТЦ «LEO MALL» ⠀ ‣ пр. Стачек, 99 ТРК «Континент» ⠀ ‣ Пулковское ш., 25, корп. 1 ТРК «Лето» ⠀ Приходите за самыми вкусными БАББЛ ТИ из натуральных ингредиентов🧋 ⠀ Ждём вас 💗",27,4203
242,2023-08-27 10:00:46,,18,2806
243,2023-08-20 14:36:22,,24,3211
244,2023-08-15 12:25:48,,12,2993
245,2023-08-11 11:06:57,,10,3135
246,2023-08-04 13:47:01,,13,3475
247,2023-07-28 12:05:51,,34,4654
248,2023-07-23 07:12:26,,26,3706
249,2023-07-19 11:50:47,,18,3714
250,2023-07-15 09:08:49,,45,3769
251,2023-07-11 10:44:06,,33,4092
252,2023-07-11 10:42:52,,24,3302
253,2023-07-04 11:54:07,,52,3773
254,2023-07-01 08:50:06,РЕЗУЛЬТАТЫ РОЗЫГРЫША БИЛЕТОВ НА ВК ФЕСТ  [id4698409|Станислав Кошеля]  [id4660141|Анна Агинская]  Билеты уже отправлены победителям 🥳,12,3465
255,2023-06-27 20:47:35,"РОЗЫГРЫШ БИЛЕТОВ НА VK FEST ОТ DOUBLE BUBBLE TEA 🎉🎁 ⠀ Мы примем участие в VK FEST - одном из самых долгожданных фестивалей года 🔥 В честь этого мы решили разыграть среди вас бесплатные билеты! ⠀ Уже в эти выходные 💥 🗓️ 01.07 🗓️ 02.07 ⠀ Если хочешь бесплатно сходить на фестиваль и увидеть любимых блогеров и артистов вживую, то выполняй условия:  ▫️ Подпишись на  [club211546455|DOUBLE BUBBLE TEA]  ▫️ Поставь лайк на эту публикацию ▫️ Сделай репост этой записи к себе в истории  ▫️ Напиши в комментариях «участвую»   ОБЯЗАТЕЛЬНО‼️ проверьте в настройках приватности, что все пользователи могут просматривать ваши истории!  Увеличь свои шансы вдвое, поучаствовать в розыгрыше в «соц. сети с картинками» 😉  Результаты 30 июня Желаем всем удачи ❤️🧋  #вкфест #вкфестспб2023 #вкфестспб #розыгрышбилетов #баблти #vkfest2023 #vkfestspb #vkfestspb2023 #vkfestбилеты #датывкфест #вкфестдаты #купитьбилетыспб #билетыфестиваль #конфертспб #спбконцерты",253,8086
256,2023-06-26 10:19:40,,38,3609
257,2023-06-22 19:26:13,,38,3663
258,2023-06-18 21:33:27,,18,3618
259,2023-06-14 16:10:21,,37,3969
260,2023-06-12 05:52:57,,19,3529
261,2023-06-07 21:33:52,,26,3897
262,2023-06-06 15:34:41,"🆕ВАКАНСИЯ🆕 ⠀ В компанию DOUBLE BUBBLE TEA нужен человек, способный поддерживать высокий сервис и дружелюбную атмосферу в наших заведениях с любовью к людям и желанию развиваться в команде. ⠀ Наши адреса: - Ломоносова 12/66 (м. Невский проспект / Владимирская) ⠀ - Бухарестская 30/32 ⠀ - Проспект Стачек 99 ⠀ - Савушкина 141 ⠀ Напиши нам, чтобы узнать подробнее 💌 Мы ждём тебя в нашей команде 🫶🏼",12,3678
263,2023-06-06 09:38:35,DOUBLE BUBBLE TEA открывает 2 новые точки! 😍 ⠀ Теперь ты сможешь наслаждаться любимыми напитками на проспекте Стачек и улице Бухарестской 🧋🔥 ⠀ Ждём тебя в гости 🥰,18,3129
264,2023-06-04 11:35:52,,32,3418
265,2023-05-04 09:52:25,,59,4914
266,2023-05-03 23:10:57,,2,4436
267,2023-04-20 08:08:13,Очень вкусно! Первый раз здесь и уже нравится),13,5186
268,2023-03-11 20:20:51,,15,6353
269,2023-03-07 09:24:32,,26,6092
270,2023-03-03 08:26:29,,20,5440
271,2023-02-27 09:25:28,,16,5123
272,2023-02-26 09:40:18,,10,4680
273,2023-02-05 21:38:19,,15,4768
274,2022-12-24 15:52:12,,35,5908
275,2022-12-14 10:53:12,,10,5501
276,2022-12-10 11:13:15,,24,5186
277,2022-11-25 06:47:13,,9,5224
278,2022-11-18 09:18:44,,20,5047
279,2022-11-16 13:14:46,,18,4801
280,2022-11-05 09:16:42,,43,12725
281,2022-11-04 07:33:28,Теперь можно заказать свой любимый чай и гонконгские вафли Яндекс.доставкой на дом!,36,17025
282,2022-11-03 08:48:35,,17,4349
283,2022-11-03 08:41:40,А как думаете вы?,30,4219
284,2022-10-04 19:32:44,"всё понравилось,качественно,быстро,вкусно,идеал,всем советую,добрый персонал,100/10",35,4823
285,2022-10-02 09:37:49,"Самое пикантное дополнение любого напитка - конечно же ПЕНКА🤤🔥 И чем изысканней сочетание, тем вкуснее получается чай 🥤  Обязательно попробуйте!  Ваша жизнь не будет прежней☺️👌🏼",15,4471
286,2022-09-18 13:12:58,Для кого-то наш Bubble Tea уже стал частью стиля и образа жизни😎 Мы безумно благодарны за доверие😇 И будем стараться радовать вас каждым своим стаканчиком🥰🧋,21,4355
287,2022-09-13 17:02:52,,26,4682
288,2022-09-11 09:52:22,Мы рады получать фото наших посетителей❤️🥰🔥,14,3870
289,2022-09-11 09:50:15,Сегодня в Питере бабье лето☀️🔥 И мы с большим удовольствием вспомним отголоски этих жарких дней🥰 Вкуснейшие лимонады все ещё есть в нашем меню🥤🍋 Давайте радоваться солнцу вместе🤗🥳,10,3621
290,2022-09-06 11:09:22,"Уходящее зелёное лето сменяется яркими красками осени🍁 И не только вокруг, но и в нашем Дальгоне матча💚🔆 Сочетание топовых вкусов в одном стаканчике🤤 Это не только красиво, но и ОЧЕНЬ вкусно!",10,3386
291,2022-09-01 16:29:07,"Мы поздравляем всех учащихся с началом учебного года🎊 Так как для многих этот день выдался непростым, расскажем немного об одном нашем чае😉  Синьор-Освежитос🍓 Призван: 🎈Урегулировать общее психо-эмоциональное состояние своего владельца; 🎈Избавить от климатических напряжений; 🎈Организовать настрой дня; И подарить глотки летнего вкуса и жизненной силы🤌  Каждый наш стаканчик проходит жесткий отбор на профпригодность, так что можете не сомневаться в их компетентности✊🏼 🍓🎈🥤❤️🌺🍷",12,3057
292,2022-08-29 11:45:39,"На вкус и цвет, как говорится, у нас найдётся лимонад😁 Яркие и освежающие - эти фруктовые выручалочки спасут вас от знойной жары и печали😓🌞 Пробуйте вместе с друзьями, делитесь вкусами, впечатлениями и эмоциями🔆💟 А мы будем ждать вас всё там же😊😇 📍Ломоносова 12/66 📍Планерная 59 (ТЦ LeoMall)",16,2939
293,2022-08-29 11:37:22,Лёгкое лето💚 В этом сезоне мы создали свежий и легкий перекус в виде нашей фирменной Вафли с авокадо🥑🤤 Самое приятное сочетание продуктов для жаркого окончания лета! Успейте попробовать😉 📍Ломоносова 12/66 📍Планерная 59 (ТЦ LeoMall 4 этаж),10,2589
294,2022-08-22 10:34:26,"🍋Лимонадное настроение от Double Bubble tea🌺 Вы же слышали, что нет ничего лучше чая в такую жару?  А уж чая каркаде вместе с кусочками лимона и подавно😁🔥 Пробуйте наши изысканные напитки, делитесь с друзьями и заряжайтесь настроением вместе с нами☺️🥰🤩",7,2649
295,2022-08-21 12:49:37,"«И нагулявшись в центре, я иду к метро. Мой город хмурый, но прекрасный и дождливый) В руках Молочный чай Таро🧋 Такой же необычный, но для меня неповторимый…»",17,2695
296,2022-08-11 10:45:18,"🥝Чай с Китайским крыжовником🥝 «Но на фото киви» - скажете вы… и будете правы!  Дело в том, что эта ЯГОДА родом из Китая🇨🇳  (а точнее искусственно выведена из китайской лианы) И если быть точными её название «актинидия китайская», но из-за своего внешнего сходства с легендарной птичкой Киви  Новозеландский селекционер Александр Эллисон  (преобразовавший китайскую лиану в тот киви, который мы знаем)  Дал своему творению такое название🙌   Теперь, смотря на пушистые ягоды Киви, каждый может вспомнить про милую птичку😉",10,2792
297,2022-07-16 16:22:09,"Друзья, мы рады вам сообщить прекрасную новость🎉🥳 У нас открылась вторая точка в Санкт-Петербурге!🤗  Теперь полакомиться вкуснейшими вафлями и изысканным бабл чаем можно в ТЦ LeoMall по адресу Планерная 59  Всех с нетерпением ждем в нашем новом месте🥰",28,4390
298,2022-07-14 07:27:19,"Теплый или Холодный?  Фруктовый или Молочный? А топинг какой? Такие разные! Но в то же время невероятно классные вкусы у наших гостей😄❤️  Мы за то, чтобы быть уникальными, особенными, непревзойдёнными🤩 Выбирайте свой Bubble tea и наслаждайтесь тем, чтобы быть собой💕",9,3533
299,2022-07-12 14:13:59,Многослойный кусочек вкуснейшего бабл «тортика»🍰 🤤 Отправился радовать своего хозяина🤗  Создавайте свои уникальные вкусы и делитесь с нами своими результатами вместе с Double Bubble tea🧋🥰,11,3313
300,2022-07-08 11:28:24,"Заряжаем ваш день на вкуснейшие эмоции🤗💛  Никто не знает, почему наши чаи получается настолько вкусными🤫 А ведь у нас действительно есть свой секретный ингредиент😉😏 Но о нем мы расскажем попозже🤫",10,3206
301,2022-07-06 07:13:10,Молочный Бабл ти подойдёт почти для любых вкусов🥛 Его нежная текстура обволакивает своим сливочным ароматом и уравновешивает яркие фруктовые ноты🤍  Расширяя возможности для вкусовых экспериментов🤗,15,3042
302,2022-07-05 11:52:15,"Снежная шапка наших чаёв тает также постепенно, как питерский снег весной☁️ Под ярким настроением, это вкусное облачко ложиться молочным ароматом на насыщенный виноградный чай🍇 Радуйте себя чаще вместе с Double Bubble tea",11,2688
303,2022-07-01 10:43:34,"⚫️ Что за тапиока? ⚫️ (Главный ингредиент, благодаря которому Bubble Tea получил такую популярность)  ⚫️ Это крахмалистая мука, которую спрессовывают в форму шариков одинакового размера, а затем специально отваривают и заливают разными сиропами.  Помимо необычного вида эта добавка содержит много витаминов🤗 Для удобства шарики пьют через специальную большую трубочку Bubble Tea.   Хотя к чему слова… Нужно пробовать!  Ждём всех на Ломоносова 12/33",11,2603
304,2022-06-24 11:48:00,"Из чего состоит Bubble Tea: ⚪️Основа напитка преимущественно чай. Это может быть зеленый чай, с жасмином, матча и др.  🟡Далее в напиток можно добавлять кофе, молоко, различные фруктовые сиропы, кусочки кокоса, кусочки фруктов, желе, мороженное, печенье и т.д. 🟠И завершают эту гастрономическую композицию топингом в виде тех самых Bubbles из тапиоки, таро, пудингом, бобами или нежными кусочками кокоса😌 А также к некоторым напиткам добавляется сырная шапка, делая их вкус более мягким🧁",7,2681
305,2022-06-19 12:43:32,"Начни свой день с bubble tea🍊  Легкий, незамысловатый продукт открывает новые перспективы привычных нам напитков.  Но тапиока и гонконгские вафли– это еще и незаменимый пример того, каким ярким и веселым может быть обычный завтрак🍵",8,2633
306,2022-06-18 17:03:10,"Пора заряжаться полезными элементами🌞 Tea bubble – не просто необычный напиток, он и чрезвычайно полезный. В нем содержится кладезь витамин: кальций, калий, железо и другие полезные микро- и макроэлементы.  Заряжайтесь витаминами вкусно вместе с Double Bubble Tea🤗",9,2445
307,2022-06-13 11:07:30,Ваши любимые Bubbles со вкусами:  🥭Манго 🫐Черники 🍓Клубники Пора заряжаться летним и ягодным настроением😋 Попробовать их вы можете уже прямо сегодня! Всех ждём✨,15,2366
308,2022-06-10 15:37:27,"Давайте будем знакомится с очень вкусным и необычным десертом - МОСНІ 🍡 Мochi - это небольшие сладкие японские рисовые кексы.  Их принято подавать , как новогоднее лакомство. Эти кругляшки разрезают на небольшие части и делят между всеми членами семьи с пожеланиями здоровья и счастья. Они совершенно не похожи ни на один десерт из разряда тех, к которым мы привыкли.  Вы можете купить МОСНI у нас по очень вкусной цене😋",11,2269
309,2022-06-09 16:14:57,"Всё чаще нам попадаются заморские деликатесы, переворачивая представление о вкусном и диетическом питании. И Bubble tea не исключение☺️  Что может быть лучше необыкновенного на вкус и наполненного витаминами чая в этот непростой для нашего организма сезон❄️  Расширяйте свой гастрономический кругозор вместе с Double Bubble Tea🫐",8,2144
310,2022-06-05 15:19:06,"Kлaсcикa c Kаpамелью и Тапиокой  Cостав:  - Mолочный чай  - Kаpамель  - Тaпиока  Что же такое тапиока ?  Сырьем для тапиоки служит тропическое растение маниоки, вернее, его корни.  Польза тапиоки не в присутствии какиx либо компонентов, а в их отсутствии.  В краxмале нет глиотена, а низкая калорийность продукта ( около 130 ккал на 100 грамм ) не несет вреда фигуре, так что шарики подходят для диетического или лечебного питания.  Производимая мука обладает eще одним ценным свойством - краxмал легко усваивается организмом, дарит чувство сытости на долгое время, улучшает работу ЖКТ. 0,5ml 319rub  0,7ml 349rub",10,2232
311,2022-06-05 14:41:57,"Познакомим вас с нашими сытными делитесами🤤 Гонконгские вафли — разновидность вафель, популярная в Гонконге и Макао.  Мягкие вафли, которые готовятся из яичного дрожжевого теста. Выпекаются в особой вафельнице, которая придаёт им форму прямоугольных пластинок с полусферическими выступами, отдалённо напоминающими по форме куриные яйца.  У нас Гонконгские вафли 🧇 бывают:  Сладкие  • Фруктовая вафля  • Вафля с бананом и нутеллой • Вафля орео   Сытные  • Вафля с лососем • Вафля с ветчиной и сыром • Вафля с Курицей",9,2005
312,2022-06-03 11:09:15,"Всем привет 👋🏻  Давайте знакомится! Мы Double Bubble Tea🧋   В нашем аккаунте вы узнаете чем же полезны наши напитки, из чего они готовятся и многое другое 😉 Ну что ж, начнём?!  Баббл чай (bubble tea) - дословно означает “чай с шариками”, представляет собой своеобразный коктейль, который включает заваренный чай, сладкий сироп, молоко, топпинг из фруктов, и один из главных компонентов – тапиоку – крахмалистая мука в форме шариков.  Мода на безалкогольные напитки довольна консервативна. Кофе, чай и соки – разнообразие здесь возможно лишь в сочетаниях.   Если на рынке появляется что-то новенькое, оно привлекает пристальное внимание, как например, Tea bubble.",19,1734
